timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2018-05-18 00:00:00+00:00,XBTUSD,8334.5,8481.0,7945.0,8058.5,359754,2062998531,8263.7799,1000,24966222401803,249662.22401803327,2062998531.0
2018-05-19 00:00:00+00:00,XBTUSD,8058.5,8273.5,7920.0,8233.0,328769,1913268873,8092.5791,500,23643944758236,236439.4475823621,1913268873.0
2018-05-20 00:00:00+00:00,XBTUSD,8233.0,8400.0,8152.0,8230.0,267397,1389157000,8255.5932,55,16827122310409,168271.22310409186,1389157000.0
2018-05-21 00:00:00+00:00,XBTUSD,8230.0,8610.0,8174.5,8521.5,296340,1688325934,8387.1509,20000,20130485044562,201304.8504456197,1688325934.0
2018-05-22 00:00:00+00:00,XBTUSD,8521.5,8594.5,8320.0,8397.0,312755,1822218966,8457.3748,6000,21546469434841,215464.69434841035,1822218966.0
2018-05-23 00:00:00+00:00,XBTUSD,8397.0,8407.0,7950.0,7989.0,383794,2605511682,8199.4096,100,31778000407187,317780.0040718721,2605511682.0
2018-05-24 00:00:00+00:00,XBTUSD,7989.0,8028.5,7430.5,7506.0,544215,4239365202,7730.3649,180,54841330063384,548413.3006338348,4239365202.0
2018-05-25 00:00:00+00:00,XBTUSD,7506.0,7740.0,7256.0,7568.0,520470,3643462743,7498.5003,7000,48590134518689,485901.3451868863,3643462743.0
2018-05-26 00:00:00+00:00,XBTUSD,7568.0,7664.0,7320.0,7464.5,417892,2525291252,7471.6079,1111,33800313398650,338003.13398649625,2525291252.0
2018-05-27 00:00:00+00:00,XBTUSD,7464.5,7648.0,7261.5,7323.0,279889,1583298168,7469.3756,2398,21197258789844,211972.58789843926,1583298168.0
2018-05-28 00:00:00+00:00,XBTUSD,7323.0,7400.0,7189.0,7336.5,293721,1587861768,7302.4682,14661,21745188022209,217451.88022208988,1587861768.0
2018-05-29 00:00:00+00:00,XBTUSD,7336.5,7450.0,7080.5,7111.0,363964,2096061721,7242.703,4720,28941616991895,289416.1699189523,2096061721.0
2018-05-30 00:00:00+00:00,XBTUSD,7111.0,7569.0,7060.0,7469.0,390406,2522014329,7323.3248,5001,34439286601494,344392.8660149397,2522014329.0
2018-05-31 00:00:00+00:00,XBTUSD,7469.0,7559.0,7272.0,7372.0,348913,2266843464,7430.5246,11,30509291221655,305092.9122165481,2266843464.0
2018-06-01 00:00:00+00:00,XBTUSD,7372.0,7625.0,7330.0,7485.5,308946,2095602599,7508.0712,300,27913012042048,279130.12042047776,2095602599.0
2018-06-02 00:00:00+00:00,XBTUSD,7485.5,7618.0,7333.0,7513.0,307689,2065583965,7476.0766,1,27630346858276,276303.4685827593,2065583965.0
2018-06-03 00:00:00+00:00,XBTUSD,7513.0,7727.0,7444.0,7631.0,244049,1629728766,7602.8283,1,21436038756732,214360.38756731988,1629728766.0
2018-06-04 00:00:00+00:00,XBTUSD,7631.0,7798.0,7575.0,7709.0,216307,1458487437,7692.3077,500,18960815180776,189608.15180775875,1458487437.0
2018-06-05 00:00:00+00:00,XBTUSD,7709.0,7760.0,7451.5,7492.0,282510,2107702433,7574.6099,963,27827198522089,278271.9852208874,2107702433.0
2018-06-06 00:00:00+00:00,XBTUSD,7492.0,7670.0,7344.0,7622.5,320230,2413959593,7486.7111,10075,32245371035583,322453.71035582863,2413959593.0
2018-06-07 00:00:00+00:00,XBTUSD,7622.5,7700.0,7478.0,7657.0,306827,2123556560,7606.298000000002,1000,27918904437052,279189.0443705197,2123556560.0
2018-06-08 00:00:00+00:00,XBTUSD,7657.0,7755.0,7630.0,7689.0,258276,1649493436,7698.8221,1000,21426388284921,214263.8828492098,1649493436.0
2018-06-09 00:00:00+00:00,XBTUSD,7689.0,7696.5,7540.0,7625.0,223555,1535801096,7619.6282,1807,20157205600042,201572.0560004204,1535801096.0
2018-06-10 00:00:00+00:00,XBTUSD,7625.0,7700.0,7436.0,7492.0,223171,1314148739,7609.1919,50,17271045818191,172710.45818190888,1314148739.0
2018-06-11 00:00:00+00:00,XBTUSD,7492.0,7492.5,6610.0,6767.0,543558,4350581769,7020.4999,100,61972086806922,619720.8680692271,4350581769.0
2018-06-12 00:00:00+00:00,XBTUSD,6767.0,6937.5,6620.0,6870.5,366268,2583772362,6757.67,200,38235020885410,382350.2088541024,2583772362.0
2018-06-13 00:00:00+00:00,XBTUSD,6870.5,6871.0,6433.0,6553.5,355145,2509548091,6684.0452,1000,37546184863512,375461.8486351213,2509548091.0
2018-06-14 00:00:00+00:00,XBTUSD,6553.5,6633.0,6097.0,6296.5,476021,3466847461,6385.696,80,54294007774925,542940.0777492513,3466847461.0
2018-06-15 00:00:00+00:00,XBTUSD,6296.5,6718.0,6268.0,6631.0,508427,3294127294,6489.2927,100,50764189773735,507641.8977373542,3294127294.0
2018-06-16 00:00:00+00:00,XBTUSD,6631.0,6680.0,6355.0,6395.0,401982,2138404894,6533.3856,4960,32732286746548,327322.8674654835,2138404894.0
2018-06-17 00:00:00+00:00,XBTUSD,6395.0,6600.5,6312.0,6488.5,341848,1623676078,6448.2848,200,25180207206537,251802.07206537155,1623676078.0
2018-06-18 00:00:00+00:00,XBTUSD,6488.5,6580.5,6425.0,6443.0,269178,1130284891,6498.5703,2000,17393073993054,173930.7399305426,1130284891.0
2018-06-19 00:00:00+00:00,XBTUSD,6443.0,6800.0,6374.5,6706.5,333054,1824293086,6552.2212,2,27843449782000,278434.49782000197,1824293086.0
2018-06-20 00:00:00+00:00,XBTUSD,6706.5,6838.0,6651.0,6731.5,310951,1571751049,6722.2372,2731,23381709361464,233817.0936146409,1571751049.0
2018-06-21 00:00:00+00:00,XBTUSD,6731.5,6823.0,6552.5,6750.0,378246,2096211966,6674.6763,1028,31407222276202,314072.2227620241,2096211966.0
2018-06-22 00:00:00+00:00,XBTUSD,6750.0,6789.0,6671.0,6710.5,288782,1379875457,6730.834,1,20501920771630,205019.20771630216,1379875457.0
2018-06-23 00:00:00+00:00,XBTUSD,6710.5,6728.0,5900.5,6048.5,650256,4251305189,6262.1329,3000,67890233490100,678902.3349009985,4251305189.0
2018-06-24 00:00:00+00:00,XBTUSD,6048.5,6270.5,6033.5,6165.0,381791,1880458657,6128.5776,983,30684360097666,306843.6009766546,1880458657.0
2018-06-25 00:00:00+00:00,XBTUSD,6165.0,6347.0,5743.0,6150.0,600540,3401207273,5992.6889,387,56759153563981,567591.535639811,3401207273.0
2018-06-26 00:00:00+00:00,XBTUSD,6150.0,6350.0,6061.0,6251.5,420514,2113153648,6201.5504,1500,34074841117225,340748.4111722476,2113153648.0
2018-06-27 00:00:00+00:00,XBTUSD,6251.5,6280.5,6044.0,6074.0,404613,1816573704,6188.5018,1039,29355498266689,293554.9826668843,1816573704.0
2018-06-28 00:00:00+00:00,XBTUSD,6074.0,6178.0,5980.0,6129.0,384319,1725329775,6089.0215,2108,28335883158644,283358.83158643503,1725329775.0
2018-06-29 00:00:00+00:00,XBTUSD,6129.0,6154.5,5820.0,5844.5,403072,1878641954,6014.3141,30470,31237029058009,312370.29058008746,1878641954.0
2018-06-30 00:00:00+00:00,XBTUSD,5844.5,6333.0,5778.0,6205.5,494816,2322980304,5939.6531,2000,39111394479030,391113.9447902984,2322980304.0
2018-07-01 00:00:00+00:00,XBTUSD,6205.5,6570.0,6190.0,6383.5,416488,1828580066,6375.518,14270,28681691951083,286816.9195108302,1828580066.0
2018-07-02 00:00:00+00:00,XBTUSD,6383.5,6432.0,6255.0,6346.0,344355,1334552363,6349.2063,200,21020329453865,210203.2945386485,1334552363.0
2018-07-03 00:00:00+00:00,XBTUSD,6346.0,6675.0,6268.0,6610.0,407138,1908182354,6492.2418,500,29393008152158,293930.08152157627,1908182354.0
2018-07-04 00:00:00+00:00,XBTUSD,6610.0,6670.0,6463.5,6505.5,386067,1803542193,6577.2165,3690,27421731664521,274217.3166452123,1803542193.0
2018-07-05 00:00:00+00:00,XBTUSD,6505.5,6820.0,6412.0,6582.0,434034,2310207797,6580.6791,1500,35108068710892,351080.68710891844,2310207797.0
2018-07-06 00:00:00+00:00,XBTUSD,6582.0,6730.0,6429.0,6526.5,547646,2647394794,6581.5453,1,40224798279399,402247.98279399495,2647394794.0
2018-07-07 00:00:00+00:00,XBTUSD,6526.5,6650.0,6453.0,6599.5,408055,1742814039,6542.3618,10604,26639010325276,266390.1032527592,1742814039.0
2018-07-08 00:00:00+00:00,XBTUSD,6599.5,6868.0,6503.0,6756.5,382674,1559327485,6605.4561,310,23607908988510,236079.08988509944,1559327485.0
2018-07-09 00:00:00+00:00,XBTUSD,6756.5,6774.5,6670.0,6701.0,273498,1137205977,6733.0999,12000,16890519936312,168905.1993631218,1137205977.0
2018-07-10 00:00:00+00:00,XBTUSD,6701.0,6841.0,6626.0,6668.0,348407,1664819307,6706.4583,6000,24824846244278,248248.46244278137,1664819307.0
2018-07-11 00:00:00+00:00,XBTUSD,6668.0,6678.0,6260.0,6304.0,503240,2705577791,6457.0285,3000,41903518757875,419035.1875787474,2705577791.0
2018-07-12 00:00:00+00:00,XBTUSD,6304.0,6399.5,6277.0,6371.0,433528,1767112110,6346.7885,400,27844225314229,278442.25314229,1767112110.0
2018-07-13 00:00:00+00:00,XBTUSD,6371.0,6371.0,6065.0,6246.5,446891,2380315491,6205.3987,50,38360383657655,383603.836576548,2380315491.0
2018-07-14 00:00:00+00:00,XBTUSD,6246.5,6350.0,6111.0,6213.0,381150,1778981873,6231.3061,64,28549177288806,285491.7728880567,1778981873.0
2018-07-15 00:00:00+00:00,XBTUSD,6213.0,6320.0,6181.5,6245.5,354588,1342839848,6239.4709,2900,21521983435220,215219.83435219788,1342839848.0
2018-07-16 00:00:00+00:00,XBTUSD,6245.5,6392.0,6231.0,6347.5,347672,1314694866,6327.512,5000,20778545673191,207785.45673190968,1314694866.0
2018-07-17 00:00:00+00:00,XBTUSD,6347.5,6738.0,6338.0,6719.5,525478,2959875907,6563.8333,100,45095232155768,450952.3215576812,2959875907.0
2018-07-18 00:00:00+00:00,XBTUSD,6719.5,7470.0,6659.5,7318.5,650951,4090279858,7002.3108,1,58414653769989,584146.5376998978,4090279858.0
2018-07-19 00:00:00+00:00,XBTUSD,7318.5,7600.0,7230.0,7384.0,817692,4930792781,7416.7469999999985,50000,66484795644836,664847.9564483603,4930792781.0
2018-07-20 00:00:00+00:00,XBTUSD,7384.0,7584.0,7284.0,7466.5,587362,3254160878,7415.0971,13,43887113966721,438871.1396672082,3254160878.0
2018-07-21 00:00:00+00:00,XBTUSD,7466.5,7715.0,7270.5,7333.0,694070,4059000217,7429.9725,1,54632979637568,546329.7963756836,4059000217.0
2018-07-22 00:00:00+00:00,XBTUSD,7333.0,7450.0,7209.5,7401.0,410497,2078516076,7340.526999999999,6127,28316336543400,283163.3654339979,2078516076.0
2018-07-23 00:00:00+00:00,XBTUSD,7401.0,7590.0,7321.0,7391.5,531341,2954588627,7446.5709,3,39678676777307,396786.7677730676,2954588627.0
2018-07-24 00:00:00+00:00,XBTUSD,7391.5,7799.0,7376.0,7720.0,731927,4401153931,7672.2418,20000,57365473134805,573654.7313480476,4401153931.0
2018-07-25 00:00:00+00:00,XBTUSD,7720.0,8478.0,7694.5,8391.0,1039604,7560074951,8110.9579,100,93211958927265,932119.5892726388,7560074951.0
2018-07-26 00:00:00+00:00,XBTUSD,8391.0,8487.0,8056.0,8177.0,880776,5858003803,8255.5932,32270,70961148290720,709611.4829072105,5858003803.0
2018-07-27 00:00:00+00:00,XBTUSD,8177.0,8319.5,7850.0,7922.0,770153,4797481739,8134.0491,32,58981549158134,589815.4915813461,4797481739.0
2018-07-28 00:00:00+00:00,XBTUSD,7922.0,8280.0,7791.0,8190.0,712153,4714351308,8038.5852,26849,58647734934803,586477.3493480392,4714351308.0
2018-07-29 00:00:00+00:00,XBTUSD,8190.0,8249.5,8075.0,8229.5,451040,2339162545,8176.6149,1000,28609364426745,286093.6442674561,2339162545.0
2018-07-30 00:00:00+00:00,XBTUSD,8229.5,8302.5,8122.0,8219.0,452077,2694502222,8214.226999999999,5403,32804840175663,328048.40175663057,2694502222.0
2018-07-31 00:00:00+00:00,XBTUSD,8219.0,8281.5,7842.0,8174.5,831375,5063640019,8093.8891,233,62561390401259,625613.9040125844,5063640019.0
2018-08-01 00:00:00+00:00,XBTUSD,8174.5,8174.5,7625.0,7727.0,969742,5811273710,7851.7588,6288,74015344235343,740153.4423534266,5811273710.0
2018-08-02 00:00:00+00:00,XBTUSD,7727.0,7757.5,7430.0,7604.5,803866,4456770573,7567.7312,1008,58892797982081,588927.979820807,4456770573.0
2018-08-03 00:00:00+00:00,XBTUSD,7604.5,7717.5,7455.5,7539.5,626499,3227088342,7580.3517,3568,42574962299705,425749.62299705046,3227088342.0
2018-08-04 00:00:00+00:00,XBTUSD,7539.5,7540.0,7292.5,7411.0,719957,4146372123,7401.3767,43000,56022107114141,560221.0711414103,4146372123.0
2018-08-05 00:00:00+00:00,XBTUSD,7411.0,7487.0,6881.0,7005.5,615567,3524525987,7182.876,326,49071864043663,490718.6404366318,3524525987.0
2018-08-06 00:00:00+00:00,XBTUSD,7005.5,7094.0,6870.5,7019.5,603425,2878841101,6983.7279,4000,41224509865101,412245.098651013,2878841101.0
2018-08-07 00:00:00+00:00,XBTUSD,7019.5,7180.0,6835.0,6931.5,674625,3539203955,6973.5007,10,50754389418170,507543.8941816989,3539203955.0
2018-08-08 00:00:00+00:00,XBTUSD,6931.5,7144.0,6646.0,6711.5,770741,4550047067,6944.4444,10000,65524350652864,655243.5065286414,4550047067.0
2018-08-09 00:00:00+00:00,XBTUSD,6711.5,6712.0,6100.0,6274.0,965664,5593069624,6409.4347,17919,87267278556753,872672.7855675402,5593069624.0
2018-08-10 00:00:00+00:00,XBTUSD,6274.0,6640.0,6182.0,6536.0,703414,3889886150,6401.229,4635,60771397650814,607713.9765081533,3889886150.0
2018-08-11 00:00:00+00:00,XBTUSD,6536.0,6578.5,5971.0,6138.0,836409,4436831128,6339.948,6000,69984593708885,699845.9370888624,4436831128.0
2018-08-12 00:00:00+00:00,XBTUSD,6138.0,6503.0,5970.0,6241.0,658228,3038561351,6198.0909999999985,11887,49026895746972,490268.957469719,3038561351.0
2018-08-13 00:00:00+00:00,XBTUSD,6241.0,6499.0,6166.0,6308.5,636876,2604144385,6302.7858,2696,41318278067787,413182.7806778681,2604144385.0
2018-08-14 00:00:00+00:00,XBTUSD,6308.5,6550.0,6134.0,6245.5,625796,3003407756,6337.5372,500,47392559390973,473925.593909736,3003407756.0
2018-08-15 00:00:00+00:00,XBTUSD,6245.5,6250.0,5860.0,6193.5,841963,4419829799,6051.8034,275,73034793445925,730347.9344592454,4419829799.0
2018-08-16 00:00:00+00:00,XBTUSD,6193.5,6641.0,6182.0,6266.5,999577,5404958496,6387.7355,10000,84615389817904,846153.898179046,5404958496.0
2018-08-17 00:00:00+00:00,XBTUSD,6266.5,6483.0,6206.0,6305.5,786267,3766769335,6348.4002,2000,59336351404994,593363.5140499417,3766769335.0
2018-08-18 00:00:00+00:00,XBTUSD,6305.5,6589.0,6285.0,6578.5,793416,3534214700,6468.7237,30,54638577851347,546385.7785134905,3534214700.0
2018-08-19 00:00:00+00:00,XBTUSD,6578.5,6617.0,6280.0,6394.0,586461,2440423115,6430.8682,200,37949394781565,379493.9478156522,2440423115.0
2018-08-20 00:00:00+00:00,XBTUSD,6394.0,6562.0,6305.5,6487.0,532554,2283077876,6416.0144,40,35585539309446,355855.3930944649,2283077876.0
2018-08-21 00:00:00+00:00,XBTUSD,6487.0,6523.0,6210.0,6253.5,604043,2948442122,6404.0986,12,46042235631491,460422.3563149193,2948442122.0
2018-08-22 00:00:00+00:00,XBTUSD,6253.5,6503.0,6231.5,6467.0,625673,2929312061,6400.4096,10000,45769432036510,457694.32036511385,2929312061.0
2018-08-23 00:00:00+00:00,XBTUSD,6467.0,7148.0,6231.5,6352.0,713159,4117998981,6533.8125,90,63030011899783,630300.1189978304,4117998981.0
2018-08-24 00:00:00+00:00,XBTUSD,6352.0,6578.0,6339.0,6521.0,534074,2262714475,6437.491999999998,3333,35149613018307,351496.1301830788,2262714475.0
2018-08-25 00:00:00+00:00,XBTUSD,6521.0,6736.0,6435.0,6685.5,616780,2556547595,6565.1261,100,38943615800725,389436.1580072496,2556547595.0
2018-08-26 00:00:00+00:00,XBTUSD,6685.5,6797.5,6665.5,6727.5,545815,2157660895,6718.624,1000,32114704363901,321147.0436390144,2157660895.0
2018-08-27 00:00:00+00:00,XBTUSD,6727.5,6779.5,6570.5,6701.5,577091,2457480015,6665.7779,3000,36867515219964,368675.1521996432,2457480015.0
2018-08-28 00:00:00+00:00,XBTUSD,6701.5,6973.0,6645.5,6906.0,529297,2481684071,6735.8211,4,36843454832985,368434.5483298547,2481684071.0
2018-08-29 00:00:00+00:00,XBTUSD,6906.0,7133.0,6862.0,7076.5,680514,3353816462,7007.7085,500,47861160374382,478611.6037438252,3353816462.0
2018-08-30 00:00:00+00:00,XBTUSD,7076.5,7120.0,6870.0,7032.5,603664,2782958037,7037.2977,5000,39548065783918,395480.6578391828,2782958037.0
2018-08-31 00:00:00+00:00,XBTUSD,7032.5,7055.5,6782.5,6977.0,749559,3729305115,6913.2389,800,53946503399623,539465.0339962301,3729305115.0
2018-09-01 00:00:00+00:00,XBTUSD,6977.0,7087.0,6880.0,7017.0,671836,2937116125,6982.265,2343,42068160294474,420681.60294474225,2937116125.0
2018-09-02 00:00:00+00:00,XBTUSD,7017.0,7298.0,7016.0,7196.5,591377,2539940934,7137.7587,250,35585722189129,355857.22189128835,2539940934.0
2018-09-03 00:00:00+00:00,XBTUSD,7196.5,7350.0,7138.0,7295.0,788544,3429838907,7247.4272,1200,47326556180933,473265.56180932466,3429838907.0
2018-09-04 00:00:00+00:00,XBTUSD,7295.0,7349.5,7180.0,7259.5,612370,2589505781,7261.1095,2000,35663679338502,356636.79338501784,2589505781.0
2018-09-05 00:00:00+00:00,XBTUSD,7259.5,7440.0,7235.5,7355.0,526550,2638019686,7332.4534,4869,35979607332861,359796.0733286109,2638019686.0
2018-09-06 00:00:00+00:00,XBTUSD,7355.0,7387.0,6633.5,6689.0,769064,4657038172,7012.1309999999985,4000,66417515193220,664175.1519321982,4657038172.0
2018-09-07 00:00:00+00:00,XBTUSD,6689.0,6709.0,6181.0,6487.0,897103,4459083786,6414.3682,80,69521067658161,695210.6765816164,4459083786.0
2018-09-08 00:00:00+00:00,XBTUSD,6487.0,6523.0,6323.5,6398.0,738884,2831018719,6427.5614,6,44045760649471,440457.6064947179,2831018719.0
2018-09-09 00:00:00+00:00,XBTUSD,6398.0,6468.0,6100.0,6180.5,605433,2169153899,6303.5804,5400,34413197867872,344131.97867871914,2169153899.0
2018-09-10 00:00:00+00:00,XBTUSD,6180.5,6483.5,6140.0,6240.0,471979,1849595765,6305.1702,1000,29336259068217,293362.59068216925,1849595765.0
2018-09-11 00:00:00+00:00,XBTUSD,6240.0,6385.0,6223.0,6300.0,510657,1952781855,6282.9857,1500,31081878978879,310818.7897887889,1952781855.0
2018-09-12 00:00:00+00:00,XBTUSD,6300.0,6434.5,6140.0,6278.5,553513,2208501033,6280.618,5320,35163899855431,351638.99855430675,2208501033.0
2018-09-13 00:00:00+00:00,XBTUSD,6278.5,6345.5,6181.0,6322.0,512266,1947768858,6262.9173,3000,31101421805517,311014.21805516403,1947768858.0
2018-09-14 00:00:00+00:00,XBTUSD,6322.0,6530.0,6321.5,6487.5,606832,2595041422,6439.5647,500,40299676656112,402996.76656112773,2595041422.0
2018-09-15 00:00:00+00:00,XBTUSD,6487.5,6585.0,6350.0,6478.0,629204,2451976268,6492.6633,17385,37766635032306,377666.3503230694,2451976268.0
2018-09-16 00:00:00+00:00,XBTUSD,6478.0,6568.0,6463.5,6515.5,403201,1215015008,6516.7807,130,18645247787636,186452.477876359,1215015008.0
2018-09-17 00:00:00+00:00,XBTUSD,6515.5,6516.5,6330.5,6493.0,379767,1285741467,6466.214,50,19884320030985,198843.20030985322,1285741467.0
2018-09-18 00:00:00+00:00,XBTUSD,6493.0,6528.5,6201.0,6247.0,616901,2605439205,6356.4709,988,40989782593646,409897.82593646325,2605439205.0
2018-09-19 00:00:00+00:00,XBTUSD,6247.0,6380.5,6226.5,6328.5,435897,1771973276,6306.7608,40,28097542545478,280975.4254547788,1771973276.0
2018-09-20 00:00:00+00:00,XBTUSD,6328.5,6580.0,6066.0,6384.5,612775,2821848926,6319.1153,600,44658160734800,446581.60734800354,2821848926.0
2018-09-21 00:00:00+00:00,XBTUSD,6384.5,6520.0,6336.5,6482.0,460691,1616025470,6418.0733,250,25180298395242,251802.98395242245,1616025470.0
2018-09-22 00:00:00+00:00,XBTUSD,6482.0,6778.0,6481.5,6746.5,580186,2536239642,6668.4449,1000,38035331368919,380353.3136891942,2536239642.0
2018-09-23 00:00:00+00:00,XBTUSD,6746.5,6830.0,6626.0,6709.0,485045,1610847589,6707.8079,10,24015760824312,240157.6082431232,1610847589.0
2018-09-24 00:00:00+00:00,XBTUSD,6709.0,6779.0,6653.0,6703.0,323190,1017080580,6706.4583,2600,15166289806546,151662.8980654601,1017080580.0
2018-09-25 00:00:00+00:00,XBTUSD,6703.0,6720.0,6555.0,6578.5,451853,1650008148,6624.2713,30,24909031901629,249090.3190162916,1650008148.0
2018-09-26 00:00:00+00:00,XBTUSD,6578.5,6578.5,6311.5,6429.0,725064,2725467770,6416.8378,1000,42473965345044,424739.65345044853,2725467770.0
2018-09-27 00:00:00+00:00,XBTUSD,6429.0,6540.0,6377.0,6452.5,483581,1803487065,6469.1422,22222,27879719363351,278797.1936335133,1803487065.0
2018-09-28 00:00:00+00:00,XBTUSD,6452.5,6759.0,6435.0,6685.5,535683,1928470339,6551.7919,2256,29435962383062,294359.6238306216,1928470339.0
2018-09-29 00:00:00+00:00,XBTUSD,6685.5,6789.0,6521.0,6620.0,695857,2927994334,6655.574000000001,100,43994795302781,439947.9530278107,2927994334.0
2018-09-30 00:00:00+00:00,XBTUSD,6620.0,6620.5,6438.0,6581.5,532188,1716887274,6538.0843,41,26260442565773,262604.4256577322,1716887274.0
2018-10-01 00:00:00+00:00,XBTUSD,6581.5,6642.5,6515.0,6598.5,400125,1193407992,6586.3136,140,18119628748083,181196.2874808297,1193407992.0
2018-10-02 00:00:00+00:00,XBTUSD,6598.5,6636.0,6466.0,6571.0,474521,1637337327,6568.5759,730,24927755970480,249277.5597048011,1637337327.0
2018-10-03 00:00:00+00:00,XBTUSD,6571.0,6590.0,6444.5,6502.5,395097,1402030836,6531.252,3000,21466966015185,214669.6601518516,1402030836.0
2018-10-04 00:00:00+00:00,XBTUSD,6502.5,6509.5,6394.0,6465.0,427062,1540804688,6451.1967,200,23885196776443,238851.96776443685,1540804688.0
2018-10-05 00:00:00+00:00,XBTUSD,6465.0,6620.0,6459.0,6553.0,392663,1667871595,6554.7981,600,25445149350567,254451.49350567066,1667871595.0
2018-10-06 00:00:00+00:00,XBTUSD,6553.0,6658.5,6522.0,6582.0,290820,1156201039,6561.6798,3333,17621561342818,176215.61342818046,1156201039.0
2018-10-07 00:00:00+00:00,XBTUSD,6582.0,6592.5,6531.5,6552.0,171516,578198553,6556.0873,147791,8819539724187,88195.39724187064,578198553.0
2018-10-08 00:00:00+00:00,XBTUSD,6552.0,6599.0,6488.0,6571.0,173663,683158128,6536.8022,20000,10451583143505,104515.83143505052,683158128.0
2018-10-09 00:00:00+00:00,XBTUSD,6571.0,6669.0,6550.5,6607.5,277666,1256335274,6602.8392,404,19028321401387,190283.21401387095,1256335274.0
2018-10-10 00:00:00+00:00,XBTUSD,6607.5,6614.5,6563.0,6591.0,190827,772207701,6589.7858,1000,11718338307362,117183.38307361965,772207701.0
2018-10-11 00:00:00+00:00,XBTUSD,6591.0,6591.5,6452.0,6530.0,349520,1500208025,6516.3561,409,23022777264899,230227.77264899155,1500208025.0
2018-10-12 00:00:00+00:00,XBTUSD,6530.0,6530.5,6005.0,6154.5,728621,3393156568,6218.9055,44444,54564284275705,545642.8427570501,3393156568.0
2018-10-13 00:00:00+00:00,XBTUSD,6154.5,6233.5,6100.0,6182.5,306925,1140618977,6190.8005,8258,18424744091520,184247.44091519728,1140618977.0
